X1,X2,X3,Y
-0.86418,0.58497,-0.36351,-0.71199
1.8215,-0.13303,-0.43229,0.67877
1.2777,1.3271,1.3288,7.9408
1.1943,0.13862,-0.40421,0.28834
-1.2345,0.83156,-0.3272,-0.25069
-0.65545,0.022686,-0.17499,-0.80626
0.80305,-1.3449,-0.58994,-3.398
-0.27771,-0.44051,-1.1211,-4.4706
1.2189,-1.9652,1.2434,1.1468
-1.1452,-0.7791,-0.55228,-4.4695
-1.0158,0.35624,-0.73491,-2.527
0.40318,0.27391,0.58896,2.595
-0.22914,-0.28369,0.71406,1.6069
0.36062,-2.3506,-1.9036,-10.119
0.75228,-0.0037135,-0.84765,-1.5147
1.3983,0.37442,0.18425,2.4625
-1.1969,-1.7603,1.1575,-1.0413
0.54356,0.32582,-1.3205,-3.0442
0.0043459,-0.084482,0.06538,0.021325
0.75105,-0.78146,-0.21483,-1.4402
-0.86149,-0.40022,-1.2031,-5.4643
-0.86599,-0.09096,0.42707,0.34169
-1.1595,-0.5432,-1.8318,-7.5609
-1.2193,-0.11985,-1.2377,-4.9959
-0.59234,-1.6329,0.52236,-2.0899
-0.75602,-1.5729,0.84426,-1.4597
0.53712,-1.2833,0.014285,-1.4509
0.86241,-0.123,0.080246,1.0654
0.048505,0.60724,-1.9064,-4.3097
0.87476,-0.73122,1.9642,5.4346
-0.60502,1.5571,1.0123,5.587
-0.11862,-0.56008,-0.0043111,-1.3552
0.1504,1.1383,-0.63947,0.37916
0.80832,-0.014444,2.0757,6.9755
-0.60657,-0.73694,-0.80906,-4.3971
2.0759,-0.013171,-2.2241,-4.6263
-0.18969,-0.72094,-1.6283,-6.3297
-0.58282,-0.2123,0.19023,-0.5406
-0.65872,-0.42112,1.2884,2.0052
1.9776,1.3452,-0.33346,3.3007
-0.61425,1.0834,-1.3062,-2.1324
0.84179,-0.39168,0.3299,1.1813
1.1515,1.0629,1.3868,7.5123
-0.66515,-1.6158,-0.84986,-6.2139
-0.027103,-0.6863,0.25616,-0.89581
1.1927,0.45052,0.3536,3.1675
1.2023,1.3875,0.22426,4.8053
-0.091051,-1.251,-0.42533,-4.05
-0.8207,0.012114,1.4104,3.481
-0.15736,-1.4173,-0.055794,-3.0905
1.57,2.8289,-1.1181,4.0648
0.58925,-0.83628,0.30945,-0.16803
-1.4742,-0.26957,-0.026314,-2.2423
0.37734,-0.014303,0.73659,2.9056
0.26114,-0.91211,1.2348,1.9061
-0.19411,0.13293,-2.4632,-7.1735
-1.4092,-2.4481,1.7235,-1.0646
0.74325,-0.87596,0.89778,1.9319
-0.94434,0.5922,-0.29376,-0.46467
1.8066,-0.87104,-0.1252,-0.17815
2.3987,-0.64217,1.408,5.2008
-2.4181,0.33902,-1.0377,-4.7871
1.1853,1.2902,1.8042,8.7811
0.97854,-1.5404,1.1643,1.474
1.573,1.0658,1.1652,7.4116
-0.71563,-1.126,0.053437,-2.9649
1.3983,0.70855,2.1897,9.3973
0.93814,0.16295,1.8943,7.1478
-2.3688,-1.5216,-0.057381,-5.3824
1.3435,0.087355,1.0052,4.5666
-0.3611,-1.1035,-1.4753,-6.9067
-2.2822,1.0863,1.5357,4.2961
-0.28805,-0.24469,-0.66989,-2.767
-0.2711,-0.03697,0.6705,1.7735
-0.82416,1.1612,0.28843,2.4829
-0.65711,0.76823,2.1289,7.3
0.94591,1.0948,1.168,6.8849
1.7724,-0.10765,1.6678,6.4903
1.2243,1.3224,-1.9463,-1.9822
-0.6171,-0.34498,-0.85995,-4.0826
-0.65982,0.76629,-0.93757,-1.945
2.2983,-0.88843,-0.52069,-0.92642
1.2377,-0.013613,1.056,4.225
-0.0061377,-0.57726,0.7143,0.75809
-1.7884,0.2343,1.3316,2.7698
-0.56372,-1.0054,2.5914,5.3387
-1.164,1.3254,-0.11883,1.3082
-0.55389,-0.50572,0.1936,-1.1018
-0.16675,0.4011,0.13679,1.2155
0.67139,-0.035114,1.8481,5.9868
-1.3658,-0.065741,0.35673,-0.35327
0.97847,-0.093148,0.48282,2.3736
-1.0183,0.13087,1.4927,3.8146
-1.3806,-0.59556,-0.089248,-2.8305
0.66281,-0.88908,-1.6342,-6.141
-0.33403,-1.1209,-0.82123,-4.9733
-0.60007,1.1665,0.77281,3.5676
1.4824,-0.27943,-1.076,-2.295
1.264,-0.048242,1.1327,4.4861
-1.424,-0.12602,-1.1081,-4.9922
-0.055462,0.47158,-1.1984,-2.9161
1.1496,-0.86933,-0.041535,-0.56115
0.54735,-2.2866,0.54005,-2.5734
-0.95106,-1.7965,0.30443,-3.6148
-0.2884,-0.43321,-0.093249,-1.6067
-0.49445,-0.017086,-1.5135,-5.1872
1.5871,-1.5318,-1.024,-4.15
-0.30117,0.4624,-0.37237,-0.64636
-0.96292,-1.5339,-0.6716,-6.3341
2.6173,0.595,0.76939,6.0547
-0.066096,0.63038,-0.93408,-1.5083
1.0059,0.025848,-1.3859,-3.0483
-1.3676,-0.67908,-0.96086,-5.6768
-0.89499,-2.0585,-2.1913,-11.735
0.71915,1.7428,-0.27105,3.2995
0.2292,-0.39922,0.028936,-0.52316
0.0024175,0.45504,0.94883,3.6431
0.81537,0.60962,0.57781,3.7375
-1.1512,-0.77233,-1.33,-6.528
-1.4103,-0.8479,-1.2802,-7.0983
-0.36306,0.36954,0.20505,1.1145
0.22382,-1.2326,1.537,2.4168
-0.13655,0.16455,-0.45288,-1.3955
-0.56047,-0.42335,0.3045,-0.40433
-0.43967,1.0767,0.77267,3.8927
-0.55129,-0.63622,0.62327,0.053612
0.54402,0.24807,-0.062205,1.0053
1.3044,-0.12825,0.56564,2.6877
-1.2338,0.08556,0.40698,0.013737
1.2403,0.52635,-1.4622,-1.8774
1.6377,-0.81662,-2.0334,-6.0373
-0.14153,-0.035635,-1.1404,-3.6532
0.16722,-0.045508,0.73314,2.2089
2.1355,0.7933,0.8089,5.8442
-1.1685,-0.66212,0.0036714,-2.4686
-0.62969,0.2079,0.20237,0.25271
-0.2932,-0.72433,0.81679,0.54467
0.036211,1.8704,1.3542,8.1209
-0.77857,1.2512,0.89749,4.2442
1.1374,-1.64,0.25321,-1.0672
-0.72983,-0.27147,0.15971,-0.97788
-0.20199,0.13734,0.20986,0.94175
1.2085,-0.21225,0.19688,1.6288
-1.1182,-0.22648,-0.79058,-3.9678
0.5575,-0.841,0.30217,-0.47386
0.15285,0.9887,-1.9972,-3.7241
-0.16175,-0.26857,0.14987,-0.44623
1.8701,0.27792,0.12491,2.7325
0.056978,-1.1185,-0.19463,-2.2997
-0.324,0.12515,-0.50076,-1.2249
-0.43643,0.91511,1.3318,5.2869
0.41622,-0.35375,1.0555,2.8559
1.587,-2.2552,-0.94324,-5.8629
0.096896,-0.36928,1.0596,2.4475
-0.49341,-0.76959,1.0401,0.89498
-0.66363,0.22518,-0.35767,-1.5074
-0.26421,-0.41068,-0.70909,-3.0565
1.1739,-0.37245,0.077301,0.89679
-0.29647,-0.678,-0.3913,-2.8551
2.8918,-2.4288,-1.0805,-5.2996
1.0117,-0.24642,-0.30169,-0.25381
-1.0834,-0.064801,-0.42411,-2.3532
0.64452,1.3382,-0.18562,3.0064
0.91294,-0.58829,1.6359,4.6401
0.52668,0.95019,-0.89843,-0.45918
-0.13735,0.95807,0.65132,3.4304
-0.15152,-1.7244,-0.96373,-6.2267
-0.34605,0.5705,-0.39445,-0.53388
0.33403,0.25748,0.95533,3.6833
-0.094798,-0.064577,1.1044,3.1463
1.2726,-1.5859,0.97296,1.5017
-0.74826,0.22264,-1.6662,-5.227
0.96022,0.13402,0.89563,3.8544
-0.69839,0.3333,-0.075428,0.042867
0.41618,1.8303,1.7952,9.454
-0.39801,0.84512,-0.28187,0.53628
-0.55689,-0.36916,0.87624,1.5131
1.0356,0.11116,1.4788,5.7218
-0.41133,-1.6278,0.91213,-0.81535
0.35005,-0.18346,-0.026604,0.32972
1.8838,1.8423,-1.8476,-0.094387
0.74518,-0.38774,-1.0579,-3.1973
-0.94864,-0.55711,1.7667,3.2574
-0.054239,-0.33568,0.20023,-0.15308
-0.88543,1.2187,0.69713,3.3645
-0.27985,-2.0293,-0.79367,-6.7959
0.91621,1.1394,1.2601,6.6237
-0.69952,-0.070609,0.55268,0.92867
-0.054279,-0.49018,-0.0037154,-1.5048
1.4466,2.0798,-0.32084,4.5203
-1.4511,-1.2594,0.57755,-2.0594
-0.090869,-0.31378,-0.019966,-0.63342
-0.83841,-0.58236,1.029,0.6537
-0.65683,0.54478,-1.3328,-3.5199
-0.20745,0.31046,-2.3183,-6.796
0.58274,0.38099,-0.90793,-1.3645
1.2535,-0.35585,1.4748,5.0832
0.94593,0.19891,2.2457,8.1651
1.1159,0.71596,-0.28496,1.7212
-0.469,-1.5256,-0.19263,-4.2344
1.9349,0.099985,0.20025,2.6344
-0.41626,-0.16631,-2.2571,-7.2971
-0.19063,-0.58585,0.88262,1.0988
1.3973,0.40762,-1.2088,-1.5046
0.40628,0.55177,1.6968,6.4483
-0.89511,-0.34724,0.27202,-0.90007
0.51878,-0.086325,1.075,4.0483
-0.20531,2.1483,-0.87648,1.227
1.5097,-0.16719,-1.2725,-2.6928
0.59836,-0.72603,-1.1533,-4.2893
0.094929,-0.1499,-1.0954,-3.5034
-2.1001,-0.58398,-1.9272,-8.7482
-0.57438,-0.26626,-2.2697,-7.622
1.4258,-1.3865,-0.8007,-3.7718
-0.46215,-1.374,-0.053458,-3.2248
0.20202,0.27586,-1.3091,-3.3056
-1.3287,1.048,0.32654,1.8269
0.52683,0.89734,-1.1294,-0.91607
-0.15913,-0.27869,-0.40104,-2.1513
-0.050886,-1.1828,-0.73339,-4.4421
-0.92322,-0.6337,-1.6285,-6.5356
-0.4312,-0.44775,-0.2321,-2.1498
-1.1627,-2.3177,-0.36234,-6.5653
-1.0292,-0.080446,-0.0063647,-1.1896
-2.3558,0.021443,0.21907,-1.5297
0.28901,0.89675,0.52627,3.7175
0.78949,-1.8111,0.44433,-1.7539
0.2126,-0.54778,-1.8656,-6.5667
-0.51876,-0.55161,-0.35236,-2.6551
-0.21881,-0.72393,-0.859,-4.0911
-1.1551,-0.31753,0.71681,0.28453
0.024622,0.32169,0.12439,0.979
-0.17352,-0.457,-2.1005,-7.437
-0.3978,-1.1945,-1.7174,-8.2101
-1.3087,-0.61093,-1.0497,-5.779
-0.59246,0.79762,-0.54667,-0.56828
1.5016,-0.16929,-0.50479,-0.4938
-0.62749,-0.18453,0.23784,-0.56472
0.26739,-0.98198,-0.71699,-3.7542
-0.43786,-0.93782,0.68592,-0.39903
-0.27734,-1.847,-1.5581,-8.7033
0.6092,0.43313,-0.66785,-0.77077
0.84503,0.32903,1.2686,5.388
-0.045458,1.8778,-1.9673,-2.3954
0.22391,-0.11715,-0.92283,-2.5254
-0.22992,0.5726,0.63919,3.1921
-0.51327,0.4072,0.10323,0.5367
1.3051,0.062752,-0.41843,0.26287
0.79142,0.52903,-0.32102,0.89136
0.58898,1.9764,0.98751,7.299
-2.2254,0.42619,-1.6481,-6.0631
1.3465,1.1956,-1.7798,-1.9229
1.889,-2.437,-0.56704,-4.6419
-2.6724,-0.36423,0.2748,-2.373
-1.7423,-0.74741,-1.5668,-7.9586
0.22507,-1.0682,1.3807,1.9563
-0.13332,-0.13284,0.16277,-0.1073
-0.087063,-0.49688,0.46613,0.41166
1.879,-0.61926,0.23757,1.2489
-1.0921,0.019372,-0.97555,-4.2405
-0.6009,-0.06703,-1.522,-5.3232
0.16953,0.89479,-0.12103,1.8223
-1.9324,-1.2384,0.7497,-2.0352
-0.90548,0.92102,1.2191,4.4736
0.60108,0.44175,1.6441,5.9991
-0.0041489,0.10403,-1.4253,-4.6116
1.1585,-1.2941,0.95477,1.3251
-1.6052,0.30387,-0.30377,-2.0585
-0.64136,-0.38165,1.1939,2.0809
-0.58278,-1.059,-1.8547,-7.7975
0.92701,0.52959,-1.7203,-3.1245
0.61111,-2.4143,0.92396,-1.6763
-1.0052,-0.75308,-0.82656,-5.128
0.32088,-2.0997,-0.80487,-6.3896
1.4244,0.079261,0.2216,2.7388
-0.097568,0.18083,-1.9065,-5.502
-0.18598,0.76688,-0.81072,-1.315
1.5045,-0.59518,0.18795,0.73901
0.52615,0.53153,-1.3987,-2.499
0.88559,0.9156,-0.11319,2.2518
-1.5806,1.0835,-0.38341,-0.41817
-0.12506,1.6391,0.0032567,3.2052
-0.80017,-1.2766,-0.5172,-5.029
2.062,-0.64493,-1.7902,-4.4009
1.945,0.87516,-0.39296,2.6312
-0.93787,0.54227,1.2103,3.8
-1.1687,-0.44955,0.21927,-0.93104
-1.2531,-0.15667,0.14878,-1.266
1.6642,2.1888,-1.51,1.4892
0.026746,-0.68654,-0.93542,-4.0031
-0.099591,0.66205,-0.10467,1.1366
-0.64708,-1.3367,-1.5939,-8.1157
-1.7492,1.7773,-1.6165,-2.9792
1.5367,-0.20452,1.1869,4.92
0.77973,-0.6025,-0.48963,-1.9985
0.44251,0.2887,-1.2528,-2.7228
-0.023651,-1.0017,1.5862,2.5753
0.64873,-0.26415,0.35181,0.79844
-1.6928,0.13952,-1.12,-4.8021
1.0209,-1.2706,-0.53663,-2.9423
-0.9903,2.4384,0.80815,5.9041
0.57389,0.92823,0.74989,4.6668
0.040963,-0.35958,-0.31648,-1.7285
0.51998,0.057764,0.054603,1.0805
-1.2998,-0.28783,0.96909,1.3187
0.55913,-0.46447,0.40508,0.98486
-1.3158,-1.3366,0.010476,-4.2423
-0.14115,0.14638,-1.1498,-3.4847
-0.017215,0.62845,1.663,6.4353
0.77309,0.91626,1.0252,5.6209
-0.67943,-1.5575,0.40054,-2.804
1.0497,-1.7251,-2.1425,-8.7476
0.26476,1.4529,-1.0024,-0.25809
0.57256,-1.3647,-0.13064,-2.5397
-2.3726,-1.2637,0.49029,-3.2381
-0.18567,1.6691,1.2209,7.2635
-0.63476,1.2936,-1.0642,-1.0768
0.5603,-0.008707,1.3038,4.48
0.052403,-0.82811,1.0821,1.6725
-0.80321,0.13448,2.0251,5.611
0.56695,-0.043631,-0.61195,-1.2945
-1.0302,-0.0040258,1.2693,2.9816
-1.684,0.78698,-0.4416,-1.2572
0.58341,0.0062409,-0.045926,0.64777
0.59474,0.45519,0.37888,2.664
-1.766,-1.4913,-0.019488,-4.6403
-1.2601,1.4726,-0.77663,-1.1763
0.39467,0.47173,-0.66176,-0.62728
0.34336,0.25713,-0.60312,-1.0335
2.1362,-1.8012,1.8164,3.9646
-1.8868,1.3764,0.2088,1.3739
-0.60439,1.7789,-0.74761,0.52786
0.35598,-0.30322,0.5145,1.3439
0.36379,-0.53952,-0.27804,-1.3399
-1.405,-2.0235,-1.1493,-9.1589
0.67424,-0.56074,-1.1869,-4.257
-1.1295,-1.4718,-0.62057,-5.7229
-1.0246,0.78546,0.98686,3.4313
-2.1166,-0.17151,1.2905,1.3911
0.13047,-0.60438,-0.92546,-3.843
-1.5342,-1.3148,-0.61541,-6.0623
0.79754,1.5219,0.6289,5.8839
0.35896,0.65135,0.32231,2.6176
0.0044345,0.93802,1.1612,5.3732
-0.36402,1.6782,0.1836,3.7707
-0.067827,0.51329,-0.17216,0.52034
0.84886,-1.1595,1.4003,2.4954
-1.342,0.18689,1.3936,3.1322
0.37899,1.1307,1.0252,5.4391
-0.58399,-0.99891,0.48426,-0.9851
-0.43987,0.10629,1.2531,3.5456
-0.64994,2.2887,-0.2678,3.3615
-0.92274,0.12599,0.073077,-0.15636
0.085166,0.35385,-0.70843,-1.2303
-0.48573,0.36882,-0.86925,-2.3554
0.57643,0.58815,0.043979,1.9099
0.26427,-0.42718,0.31178,0.3871
0.56133,-1.0442,1.1815,2.1903
0.99245,-0.065526,0.49181,2.5155
-1.4096,1.3342,1.1477,4.6033
1.1855,-1.2162,0.56956,0.53473
0.0094606,0.30792,1.0897,3.9631
-0.85291,0.38801,0.30266,0.72593
-1.1147,0.44793,-1.0146,-3.2159
-0.047761,0.99228,-0.70085,-0.24264
-0.72258,0.74042,-0.24588,-0.1882
-0.031622,0.3105,-1.2784,-3.2603
-0.92587,0.85957,-1.0201,-2.1767
-0.74018,0.60544,0.86505,3.1151
-0.85743,-0.44508,0.87116,0.96562
-0.56205,-0.42968,0.39139,-0.039868
-0.48536,0.4693,0.74785,2.7388
0.20421,-1.1893,-0.059707,-2.4118
0.69761,0.15103,-1.095,-2.4685
1.7778,-0.89124,1.4323,4.3923
0.024778,-1.0875,-0.75252,-4.4248
1.2707,0.45527,-1.688,-2.8577
0.20593,1.0445,-1.871,-3.4155
-0.242,0.78944,-0.72729,-1.1565
-0.017572,-0.1304,1.2691,3.3341
1.4232,-0.68388,-1.2239,-3.0194
0.64139,-0.39847,0.059183,0.2988
1.0265,-0.99432,-0.56069,-2.6235
0.79055,-1.61,0.040986,-2.6108
-0.97355,1.0487,0.17718,1.8
-0.41684,-0.43359,-0.2516,-2.3668
-0.76967,0.98206,0.76984,3.4407
1.0451,0.1938,-0.46627,-0.063053
0.10679,-1.3685,0.7575,0.0039248
0.16671,-0.18665,0.67813,2.003
-1.2009,-0.98264,-0.047659,-3.2353
-0.34791,0.042449,2.7206,7.4572
3.0279,0.50023,-0.70872,1.6851
-0.10929,0.44021,0.91225,3.276
0.92864,0.82728,2.7074,10.877
0.73102,-0.7005,-0.15148,-1.0237
0.37317,-0.30311,0.35914,0.62476
0.11655,-0.67992,0.08264,-1.0185
-0.56243,0.79889,-0.69216,-0.62932
0.63742,0.20096,0.18829,1.7813
1.2471,-0.16299,0.74629,3.0881
0.51131,-0.28649,-0.49131,-1.9084
-0.4652,0.52866,-1.9695,-5.6875
-0.87217,0.029977,-0.98868,-4.2331
0.31477,-0.17472,-0.61795,-1.8256
0.17305,-0.52503,-2.8205,-9.478
0.077292,-1.2679,-0.1544,-2.804
0.28536,0.64954,2.4763,9.0778
-0.56085,-1.8313,-1.0144,-6.9497
-1.2495,0.15899,1.2029,2.2408
0.10777,2.0985,0.68178,6.0922
-0.6503,-0.83397,-0.29289,-2.8706
0.83535,-0.46043,-0.52783,-1.5452
-0.66136,-0.90943,-0.5767,-4.2425
-0.80471,-0.11124,-0.93062,-4.0876
1.1845,-0.47981,-0.21616,-0.60782
-0.14151,-0.53502,-0.78481,-3.6096
0.13971,0.06614,1.0481,3.4804
-0.25103,-0.069831,-0.04051,-0.33346
0.66467,0.41161,-0.33152,0.62057
-0.27686,-0.0065558,0.8373,2.4173
0.1724,0.059055,-0.37877,-0.96208
-0.44498,0.11902,1.3186,3.361
2.588,0.8998,1.0363,7.598
-0.23013,0.96645,1.4518,5.9512
0.78542,0.77803,0.26464,2.9051
-0.64863,1.9551,-0.49994,1.4771
-0.042193,0.34102,0.15267,0.93658
0.073057,0.68737,-0.16133,0.73553
0.34472,0.52896,-0.32355,0.51195
-1.3372,-0.57267,-0.33146,-3.6271
0.96019,-1.1798,-0.05813,-1.8338
-0.33799,-0.41047,-0.32467,-2.2741
-0.61111,0.63993,-0.82877,-1.7068
0.85752,1.4839,-1.4861,-0.07392
-1.0601,0.85363,-1.093,-2.6582
1.4896,1.6636,0.03141,4.5205
-0.22336,0.22518,0.62001,2.1733
-0.39187,2.0455,-2.5528,-3.7083
