X1,X2,X3,Y
0.39485,1.1873,-0.75057,3.4029
-0.25809,-0.25135,-1.0824,0.67595
1.3752,-0.040773,-2.1897,2.7106
-2.2576,-0.51786,-0.37208,-1.121
1.2666,0.072504,1.9493,2.6983
-0.72692,-0.0074647,1.3647,0.70624
-0.54393,-0.1772,-0.67565,-0.1301
0.83083,-0.8921,0.79922,0.89391
0.34172,-0.52698,-1.1349,1.1403
0.24576,1.7413,0.67239,5.4518
0.66383,-0.29638,2.4262,2.1595
-1.2607,0.97085,1.1194,1.8675
-0.78851,-0.71814,-0.50403,-0.70078
-0.7446,-0.73438,0.61933,-0.63267
0.080406,1.3384,-1.275,4.3387
0.42438,-0.30886,0.6719,0.72917
-0.37732,0.41343,2.1205,1.9572
0.18529,-0.82881,-0.25411,-0.89081
1.6698,-1.4559,1.2586,1.5545
1.7442,-0.35074,0.25996,0.21854
0.67604,0.68035,0.73712,2.2132
1.2054,0.30303,-0.68427,1.8937
0.66477,-1.2886,-0.6981,0.45134
0.11838,0.37169,0.26253,0.13006
0.26531,0.93765,1.0068,2.9183
0.55353,1.3764,-0.96969,4.4586
-0.30146,1.9926,0.34695,5.9272
-0.41833,-2.2581,0.46206,-1.1724
1.3016,0.58231,-1.3246,3.0959
-0.99962,-1.7606,1.1214,-0.64411
-1.202,0.74778,0.86563,1.036
-0.2335,2.6902,0.89875,14.362
-1.8249,-0.50676,0.088077,-2.9403
-0.94448,0.27752,0.56851,-0.057604
-1.9531,-2.8371,-0.12504,-2.9353
-0.15009,-0.81712,0.41904,-0.64894
0.29003,-0.4601,2.0741,1.5704
-0.62298,0.8191,-0.42994,0.81481
0.6113,-0.10035,1.4711,1.7521
-0.88343,-0.46988,0.33027,-1.2112
-1.3516,-0.83839,0.11398,-2.7112
0.88066,-0.67686,-1.1887,1.5293
-0.45052,0.18167,-3.1082,1.9357
-0.38881,-1.2731,0.25868,-1.4559
-0.29655,0.23231,1.3717,1.2333
0.76905,-2.065,0.61504,0.33206
1.4297,0.33792,-0.91996,2.3425
-1.8472,-0.17278,0.83617,-0.35236
1.1436,0.35301,-2.0271,3.1054
0.27135,0.9513,0.54844,2.2051
-0.51986,0.8297,0.8655,1.5506
0.21098,1.2547,0.94254,3.5364
0.30214,0.094209,-0.83054,1.2822
-0.5085,-0.45713,-0.12815,-1.9432
-3.0031,0.62478,-0.85475,1.691
0.83873,-0.52314,-1.0499,1.4257
1.6722,-0.36965,-1.1002,1.8006
0.16455,0.45895,-0.14716,-0.013569
-0.39188,-0.17606,1.411,0.78175
-1.7974,-0.96635,1.1877,-0.39587
0.97403,0.27028,-0.014581,-1.9048
-0.42963,-0.91677,0.18265,-1.7184
0.072816,-1.2837,-0.41568,-0.40267
-1.1019,-0.33822,-0.66984,-0.59239
0.84065,-0.92845,-0.26814,-0.3518
-1.2093,-1.7027,0.12656,-2.7728
-1.7891,0.31564,-0.34119,-0.78983
1.0228,-1.5256,1.8261,1.7682
0.5417,-2.099,-0.17163,-1.2353
-0.10278,0.31446,-0.28596,0.025507
0.78301,-1.0904,-0.35375,0.23625
1.2032,0.69669,-0.27007,1.7782
0.69352,1.124,-0.95336,3.5644
-0.071181,-0.91526,0.92656,0.24814
-1.542,-0.899,-0.9579,-0.67241
-0.97916,-0.40495,-0.66156,-0.64398
-0.87937,0.28734,0.14816,-1.3066
1.2457,1.042,-0.96827,3.8836
-0.084418,-0.20645,-0.62517,0.46717
0.448,0.31144,0.65691,1.3815
0.064185,-0.92651,0.91422,0.3714
-0.58972,0.097117,1.1603,0.72055
-0.25712,1.2283,-1.8463,3.6989
0.21567,-0.64857,-0.19785,-0.95589
0.9893,-1.4728,0.34236,0.051035
0.2723,1.6202,1.4581,5.717
0.5321,1.2485,-0.66917,3.5982
-0.70516,0.9174,-1.6297,2.3706
0.37692,-0.11055,0.5859,0.76562
0.19441,-1.0531,-0.66551,0.1698
-1.0614,-0.70656,0.42586,-1.3572
0.83312,1.1323,1.5667,4.3576
-0.33282,0.30951,0.03431,-2.4632
-0.34605,0.060149,-0.77122,0.57693
-0.40825,-1.0074,1.4943,0.44497
0.89164,-0.4324,-0.707,0.95545
0.11625,0.21344,1.2536,1.4358
0.41933,-0.5758,1.0135,0.89629
0.4835,-0.41005,0.097789,-1.1933
0.9827,0.99874,-0.76371,3.315
-0.83849,0.2409,0.0051602,-4.7531
-0.87672,1.7541,-0.8351,4.8316
-1.4029,-0.36673,-0.6828,-0.77482
-0.4589,-1.6213,1.0371,-0.24768
-1.3711,1.1823,0.93719,2.1535
0.27185,-0.25534,-0.80369,1.0459
-2.5342,-0.59845,0.93244,-0.028763
0.24792,0.98155,1.3074,3.2416
-0.78498,0.66505,0.24364,-0.28836
-0.42739,-0.86974,1.4302,0.41724
-0.96563,-0.90164,-0.70096,-0.74302
1.2827,0.39245,-0.39104,1.4891
-1.1403,-0.90669,-0.28784,-1.6707
1.1829,-0.71406,-0.067571,-1.1495
2.1301,0.32522,-0.60643,1.7698
-1.0444,-0.76789,0.2946,-1.5565
1.8841,-1.6256,-0.035975,-2.1269
-1.1198,-1.3412,1.0183,-0.5121
0.88264,-0.51331,-0.066618,-1.2264
0.73139,0.9559,-0.071589,0.6452
0.30076,0.55415,-0.19113,0.34575
-1.0534,-0.13178,-0.090213,-2.5161
-0.086085,-1.6308,0.67637,-0.40734
-0.39509,0.020932,0.44468,-0.23141
0.46642,-0.10872,-0.30076,0.019406
-0.29238,0.97832,0.62432,1.8705
-0.96719,1.4623,0.98471,3.5518
-0.70465,0.33107,0.83735,0.59197
-0.78947,0.9041,1.0989,1.8885
0.096006,-0.65317,-0.73963,0.31043
-0.79142,0.057115,-0.62324,-0.069313
1.8334,-0.75302,1.5537,1.8886
-0.36178,-0.39882,1.5127,0.8307
0.31129,-0.79194,-1.8056,1.2982
-1.7399,-0.36326,1.756,0.11383
0.46694,0.25848,-1.4152,2.0953
0.70638,0.54283,0.86549,2.0782
-0.32516,-1.9164,-0.10474,-2.4323
-1.3078,-1.4407,-0.57876,-1.3633
0.049636,1.3393,-1.8333,4.5883
-0.68762,0.42127,-0.84487,0.60987
-1.0345,1.1597,-2.3337,3.1571
1.0676,-1.5457,1.8267,1.5765
-1.1076,0.37592,-0.39276,-0.31354
-1.7293,0.34667,-0.53827,-0.27079
0.0083841,-1.0198,0.85096,0.22346
-1.5846,0.34315,0.59135,-0.20526
-0.2505,0.068687,-0.55392,0.14491
1.3331,0.82802,1.3519,3.5026
1.8745,1.2843,-1.0206,4.8161
-1.0126,1.0879,-0.16424,0.30467
-1.3607,-1.3448,-0.10475,-2.9478
-0.4369,0.31921,-1.4845,1.4385
-0.86905,0.69138,-0.19648,-0.28076
-1.7925,-1.1646,-0.80768,-0.90397
-0.28164,-1.2429,-0.13848,-1.8795
0.43846,-1.0752,-1.1758,0.71481
-0.15541,0.36351,0.87531,0.98005
0.96557,-0.74248,-0.039925,-2.007
-0.89016,-1.0131,-1.287,-0.17305
-0.95307,-0.53717,-0.30778,-1.6651
-0.14977,0.53989,0.19503,-0.11889
0.20382,-0.58965,-0.19177,-0.9291
-1.7113,0.12782,0.33215,-0.83638
-1.1983,0.80922,1.2348,1.53
1.0988,-0.32037,-0.95481,1.503
-0.76006,0.082202,0.46453,-0.18275
1.3613,-1.4629,1.3623,1.5925
0.46388,0.90304,0.24252,1.4112
-1.0628,0.28631,-0.99853,0.48807
-0.14897,0.58991,-0.082243,-0.92774
-1.1664,-0.13797,-1.5267,0.21425
0.83108,-0.74135,-0.23525,-0.0039351
0.86278,-0.17808,0.16458,-0.25587
0.77686,-0.053987,0.61395,1.0127
-0.80088,0.90703,0.013416,-2.5782
1.2366,-0.227,0.93448,1.6061
-0.38988,-2.7991,0.55861,-1.1347
0.39996,-0.35367,-0.84496,0.9136
-0.89494,1.073,0.46006,1.3598
0.06455,-0.28818,0.17617,-1.1353
1.2736,-0.4756,0.45784,0.79253
-0.58342,-1.4728,0.14305,-2.2608
-0.81531,-2.1775,-1.043,-0.77053
-0.29436,0.53536,1.5587,1.8841
-1.1933,-0.74801,1.8973,0.27948
-0.55889,-0.40537,-0.50209,-0.51595
1.0204,-0.76635,0.34102,0.369
0.92347,-0.67285,-0.3175,0.26936
-1.4879,-0.035496,-1.0217,0.042445
1.7485,0.84877,-0.52881,2.8846
0.12219,1.8115,0.3766,5.3009
0.19673,0.12724,0.10955,-0.95374
0.93494,0.22443,-0.0052887,-3.2747
-0.46481,0.45561,-0.42711,0.10327
0.59023,-0.28377,0.71276,1.0992
-0.40763,1.7311,-1.6871,5.494
0.64178,-1.0164,1.0788,0.93907
-1.3809,0.59676,2.1325,1.5037
-1.3593,0.22539,1.6067,0.80682
1.0958,-1.2755,-1.9303,1.8557
0.30017,0.079427,-1.1932,1.5044
0.058912,1.7925,-0.41576,5.2558
-1.4937,0.34289,-1.1896,0.81764
-1.5875,1.0958,-1.245,2.2425
-0.59548,0.43334,1.8019,1.5978
0.77276,-0.24081,-1.9968,2.3119
-3.0471,0.32295,1.0194,1.3052
-0.75271,-0.46254,-2.5421,0.97689
-0.7149,-1.3017,1.1982,-0.088677
0.46387,1.503,-0.43128,4.0074
-0.78287,1.5854,-0.36531,3.2826
-2.5882,1.4003,-0.76263,3.2199
0.030855,-0.30484,-0.1519,-1.1134
0.42483,-0.27977,-0.65153,0.54044
1.1586,-0.53515,-0.51555,0.83663
-0.11905,-0.328,-1.2044,0.75025
-1.3266,0.78185,-1.3588,1.4132
-0.37109,1.131,0.87882,2.6236
-0.19515,0.51569,1.3646,1.6544
1.7611,1.9026,-2.1256,8.4697
-1.0118,0.97114,1.2393,1.9263
1.4451,-0.24696,-0.07599,-0.79097
1.6693,1.4959,-1.8154,5.9961
-0.90389,-0.80876,-0.28192,-1.6444
1.1756,1.4636,-0.69246,4.8201
-0.94598,1.2364,0.42538,1.6815
1.1217,-0.65247,0.49868,0.6557
-0.85871,1.4937,0.22382,2.1563
0.77366,-0.19803,-0.64147,1.1017
-1.4383,1.664,0.7364,4.101
-0.10811,0.63147,0.8694,1.8022
-0.78683,0.79442,0.37764,0.41188
-0.19503,-0.84564,1.3948,0.51814
0.12113,0.16496,0.3366,0.11639
1.8418,-0.21032,0.94854,1.7524
-1.0245,-2.4621,1.4846,-0.53106
-1.581,-1.5777,0.08101,-3.2868
1.2986,-0.79888,0.60743,0.92925
-0.9659,0.34716,1.6733,1.1168
-0.68453,-0.25931,1.015,0.178
-0.42466,-0.087753,-1.1643,0.7007
1.3759,-0.7421,1.4619,1.8933
-1.7193,0.32752,-0.70488,0.1814
-1.6802,-0.4044,-0.84431,-0.61598
-0.96746,0.45231,-0.023812,-3.1315
0.80173,1.0065,1.1867,3.5658
1.6152,-0.7841,1.2665,1.5319
-0.56741,0.088594,-0.32983,-0.80984
-0.81045,0.41982,-0.15987,-0.88011
1.6455,2.2822,-1.16,10.933
1.6111,-0.31356,0.11493,-0.53075
-0.4873,-0.093659,-0.53141,0.091976
-2.4382,0.73027,0.37237,0.37801
-0.25143,-0.76681,0.30639,-1.0471
1.4878,0.82083,-0.67707,3.0628
-1.6917,-1.2759,-2.4964,0.16135
1.1135,-1.6267,-2.0048,1.7963
0.32779,0.84825,-0.35359,1.6002
-0.10305,0.70014,-0.62144,1.4643
-1.2587,0.07093,-0.49464,-0.65665
-0.58428,-1.8534,-0.83624,-0.41135
0.73421,3.5673,0.10971,33.941
0.14283,0.086779,-0.5594,0.7252
-1.7897,0.63344,0.57034,0.21031
0.086968,-0.35449,-0.59482,0.24151
-0.58514,0.77829,-1.2256,1.7697
-1.0878,-1.185,0.076255,-2.8404
-1.2198,-0.06103,-0.76689,-0.0588
-0.75916,-2.0535,1.3944,-0.13567
-1.2366,-0.57698,0.18426,-2.0824
-1.3515,-1.4261,0.54496,-1.3671
1.0502,0.8373,0.84211,2.9339
1.1452,-1.4952,0.8836,1.0076
-0.97592,0.24424,-0.343,-0.61913
1.7697,-0.76079,1.1982,1.6236
0.90345,0.63874,0.50314,1.9752
-1.5621,-1.6704,0.36851,-1.7354
-2.1092,1.2989,-0.14448,1.0986
0.0097598,1.0363,-0.6244,2.1414
0.066965,0.45012,0.46237,0.85912
-0.85072,-1.0788,-0.74464,-0.72534
1.5939,-1.0326,2.1692,2.2094
0.78624,-0.47319,0.99273,1.2934
-1.6356,-0.15787,0.095324,-2.5166
0.13924,-0.61348,-1.1513,0.69781
-0.61367,-0.89219,1.192,0.036542
0.74886,0.096902,-1.1231,1.8344
-0.97069,-0.21973,-0.031635,-3.4078
-0.72536,-0.97493,1.2885,0.122
-1.3897,1.6928,-0.21523,3.0174
-0.25977,0.91641,-0.58766,1.6351
0.07018,-0.52918,-0.94633,0.63457
0.36977,-0.28892,-1.2411,1.3017
-0.029295,0.25508,1.7667,1.8825
0.71948,1.6729,0.082575,3.3364
-1.1463,0.45924,0.56524,0.18484
0.62594,-0.83143,0.50007,0.24336
-0.21202,-1.5894,0.36191,-1.0941
1.3079,-0.52566,-0.62007,0.9784
1.5197,-1.6712,0.39477,0.30337
-0.32263,-1.806,0.1126,-2.2908
-0.088414,1.6106,0.16374,3.1653
-1.0489,2.6189,-1.1846,13.006
-0.25897,0.83157,-0.67777,1.8108
-0.15389,-1.2563,-0.22089,-1.4277
0.17105,0.24256,-0.28454,0.080551
0.50628,-1.5771,0.44703,-0.23323
0.93109,0.32135,1.0971,2.1369
0.23293,0.48284,-1.5845,2.4007
0.27538,-0.79222,-0.97762,0.94335
-0.10107,-0.33583,0.012255,-3.8647
-0.22049,0.99237,1.5114,2.853
0.21163,-0.98455,0.74389,0.37001
-0.4205,0.64175,0.61202,0.83912
-1.1578,0.063318,0.28217,-0.97969
0.084378,-0.28864,-1.4337,1.1973
-0.3157,1.526,0.088031,1.9536
-0.86424,-0.98463,0.7426,-0.69589
-0.86828,-1.0549,-0.91561,-0.42886
-0.084009,-1.0064,-0.49483,-0.47525
0.19399,0.9532,0.17215,1.0084
-0.22233,0.78707,-1.6729,2.3348
-0.70796,-0.94795,1.1478,-0.14691
-0.23258,-1.6286,0.045655,-3.0371
0.87305,0.045832,0.80662,1.5461
0.73538,1.2618,0.83827,4.2927
-0.90747,2.0076,-0.83117,6.6012
0.082643,-1.4571,0.62701,-0.30115
0.59107,0.64303,0.6211,2.0941
0.29964,0.70955,-1.1566,2.4498
-0.063505,-0.48884,-0.69005,0.18267
-1.2766,-1.8493,-1.0174,-0.8924
0.92488,-0.57962,-1.0155,1.3238
-0.62687,0.92818,-0.7993,1.6344
-1.572,-0.6886,-0.67323,-0.95077
-1.1301,0.43596,1.5884,1.0207
-0.92806,-0.27419,-1.4063,0.31942
1.9215,-0.66751,1.1392,1.6312
-0.38306,0.59132,0.93488,1.3186
-0.20442,-0.27471,-1.1383,0.5876
0.35517,-2.3564,-0.33888,-0.6531
-1.6852,-0.52128,0.24751,-1.7449
0.73332,0.22648,1.1989,2.1012
0.040128,0.3873,0.29666,0.19363
2.1975,1.4166,-0.45745,4.0732
-0.1296,-0.82291,-1.2095,0.49469
0.5382,0.38901,1.5229,2.4811
-1.6619,-0.0063206,0.051553,-2.8472
1.1679,-1.2751,0.71714,0.96406
-0.0028652,1.7474,-0.83056,5.7998
-0.00050906,-0.43096,0.12819,-1.4392
2.2217,-1.4942,-1.5158,1.4425
0.7574,-0.5911,1.2963,1.644
1.6719,-1.118,-1.4298,1.8075
1.3676,-0.44077,1.0544,1.5911
0.015374,-0.8224,-0.40148,-0.38375
0.19953,0.67565,-1.2351,2.3312
-0.26091,-1.8527,-0.77886,-0.16981
0.17082,-0.29611,1.1147,0.82608
0.08454,-0.52435,0.61376,0.065992
-1.5303,0.017294,-0.084011,-2.432
-1.5527,-1.1491,-0.15068,-2.4929
2.1237,-1.5739,0.29203,-0.062201
0.709,0.001492,0.59924,1.1073
-0.87167,-0.064176,1.6172,0.60259
-0.071513,-0.76995,-0.62394,0.05137
-0.12649,-2.7708,-1.5455,0.46385
1.1101,0.46955,-0.4031,1.4833
0.95327,-0.74884,-0.42629,0.48582
-1.9575,-1.7472,-1.3825,-0.31732
1.0548,-0.21694,0.0030901,-4.1311
0.83761,0.20605,-0.84895,1.7529
0.86706,1.2571,0.16636,2.6773
0.019442,1.0615,-0.2244,1.5605
-0.95814,-0.012256,-0.48956,-0.56033
1.2205,1.0352,-2.3571,4.6636
1.5752,1.5827,-0.40838,5.017
-1.6298,0.45105,0.82091,0.28088
-0.98737,0.69997,0.7733,0.81394
1.6487,-0.69414,0.34881,0.25175
-0.044839,0.13318,2.0144,1.811
-0.56879,-1.5027,-0.934,-0.4174
0.83726,-1.3519,0.72135,0.57941
-1.6728,-1.4312,-1.0168,-0.71393
-0.27507,1.2608,-0.83493,3.1392
1.1754,1.6561,0.78516,5.9357
-0.60363,-0.74801,-1.8034,0.59748
-0.56064,-1.9254,1.0311,-0.2841
-0.39047,0.89402,-0.75852,1.7157
-0.50667,-1.2263,0.25758,-1.6217
0.2218,0.18277,-0.71906,1.1182
0.026537,0.093487,1.4535,1.445
2.3342,1.1831,-0.91487,3.9828
0.73725,-0.018968,1.6665,2.1661
0.98094,-0.40294,0.57381,0.97616
-0.47194,1.2985,-0.016994,-0.83726
-2.0166,-0.40612,1.1675,0.021146
-0.56071,0.4969,-0.039121,-2.1461
-1.1273,0.5286,-0.10619,-1.4348
0.98696,1.0015,0.84902,3.2455
-2.5989,-0.28482,-0.67478,-0.30268
0.76717,-0.60692,-1.3303,1.4358
-1.956,-1.1218,-1.6878,-0.11469
-0.62195,-0.30312,0.2106,-1.2392
-1.1618,0.52583,-0.81179,0.59197
0.92348,-0.79527,0.41741,0.28393
0.17159,-1.4397,-0.9559,0.21513
0.68224,-0.73346,-1.7638,1.6671
0.50548,-1.664,0.23659,-0.91577
-1.3203,-1.8163,0.25657,-2.2586
-0.0090164,-0.096799,-0.31482,-0.29911
1.8425,0.46844,-0.72497,2.4631
0.29453,0.37258,1.0804,1.5694
1.4465,-0.73477,0.34745,0.35292
-0.24922,-0.14889,-1.1303,0.64659
-0.16993,1.0219,2.3406,3.4982
0.69648,-0.14256,-0.28427,0.34307
0.49339,-0.10598,-0.58781,0.85672
-1.3972,-1.0382,0.99483,-0.58707
-0.953,0.41906,-1.7848,1.3001
-0.69264,-0.32529,1.6133,0.58673
-0.58764,0.15418,-0.56816,-0.11079
-0.43997,0.22985,0.55455,0.32121
-0.19826,0.7156,1.3513,2.1828
0.85066,2.2651,-1.7057,11.078
0.14884,1.118,-1.2175,3.3306
0.14768,-0.55496,-1.3313,0.94969
-1.1775,-0.88558,-1.7237,0.25629
0.14355,-0.59608,0.34822,-0.62166
-0.26658,-0.92342,1.9063,0.80267
1.3567,0.74205,0.46013,2.5046
0.47859,0.6313,-0.15244,0.50618
0.071732,0.10936,0.31488,0.11774
-0.92783,-1.264,1.8893,0.10395
1.0482,0.99777,-0.038546,0.13746
-0.38578,0.1339,0.12655,-1.1597
-1.1915,-0.8179,-0.30074,-1.5511
2.331,0.65336,1.2636,2.9442
0.47496,-0.2471,-0.59855,0.82543
-0.2179,0.25935,1.3228,1.4222
-1.8181,0.069601,0.40785,-0.92477
-0.3715,0.80909,0.81651,1.802
1.948,-0.38147,2.5504,2.8452
-0.089206,2.0429,-0.74004,7.312
0.14851,0.43933,-0.090547,-0.57322
-0.15041,-0.96699,-0.90537,-0.031664
1.2542,0.80452,-0.39195,2.1619
-0.087115,-0.8395,-1.4314,0.60967
0.13997,-0.16349,0.27193,-0.35812
-0.51044,1.0052,0.43285,1.3968
-1.8056,-0.96745,-0.85747,-0.81375
-0.49244,-2.7409,0.38834,-1.1198
0.69703,-0.16542,-1.2122,1.9421
-1.1664,-1.4028,0.3858,-1.6882
0.97365,0.50544,0.34484,1.3026
-2.2773,-0.12521,-0.39381,-0.73078
0.51821,0.036827,-0.44989,0.83293
1.0403,1.2577,0.27912,3.0178
-1.1946,-0.44571,1.2378,-0.035439
1.9162,-1.8323,-0.8609,0.80454
-0.21742,0.78892,0.35178,0.93857
-0.42561,-1.0829,-0.71874,-0.28863
-0.32035,1.0959,0.29128,1.4624
-0.59747,-0.9139,-0.37852,-1.2426
-1.4079,0.35213,0.56178,-0.14125
2.0278,0.84853,0.026674,-0.4141
1.4651,0.7649,-0.063045,0.57879
0.088328,0.64909,1.3507,2.3484
0.20448,1.2897,0.027339,0.24541
0.73843,-0.49318,0.25539,-0.10775
-0.74542,0.2477,0.42742,-0.26295
1.1018,-1.5672,-1.3547,1.3712
0.29687,0.1825,-1.0556,1.7427
0.19091,-0.070626,0.97403,1.0532
-0.21853,0.5654,0.60548,1.0313
0.24677,0.75155,-0.39946,1.3174
-1.4242,0.66084,0.76262,0.84287
-1.1934,-1.2055,-2.2236,0.42
0.39974,-0.26779,2.7064,2.0592
-1.0234,1.2781,1.1799,2.8734
0.28554,-0.84814,0.43495,-0.27993
0.15778,-0.89418,-0.62699,0.20931
1.0098,-0.086881,0.59718,1.2684
1.2945,0.28481,0.38113,1.3081
1.0169,0.81534,-0.31448,1.9096
-0.81283,0.21189,0.031388,-2.954
0.42602,-0.39763,-1.368,1.293
0.40512,0.70738,1.0008,2.4795
0.54792,0.24071,-0.092172,-0.69587
0.014532,0.14281,0.79893,1.0091
1.3656,0.18508,-0.35391,1.1746
0.19214,0.41433,1.5203,2.31
-0.59481,-1.2135,0.70616,-0.6471
-1.3577,-0.79397,0.2502,-2.0143
-1.3635,0.13433,-0.0045545,-4.9977
-1.1472,-1.2516,-1.1308,-0.51676
2.2971,0.47794,-0.52303,1.6967
-0.78514,-0.95208,-1.563,0.048668
0.074282,1.5083,-0.0066861,-0.27242
0.13452,0.37148,-0.062148,-1.0792
1.476,-0.38052,1.2316,1.9625
0.36897,0.64634,-0.48337,1.4281
-1.4383,-0.061004,-1.9174,0.63407
-0.57033,-0.13116,0.041931,-2.8347
0.58082,0.04205,0.59335,1.1072
-2.6697,-1.0301,-1.1187,-0.052529
1.0801,0.82715,-0.038797,-0.066777
1.1205,-0.026766,0.72006,1.5748
-0.46681,-0.28092,-0.25106,-1.1507
0.26775,-1.1876,1.6305,1.1156
1.4252,0.67463,-1.909,3.7047
1.9449,0.14974,-0.54277,1.5904
-0.5628,1.3859,-0.82572,3.375
0.84373,0.49437,-0.17256,0.59757
-0.19184,0.5409,0.43507,0.59677
-1.0414,-1.7458,0.39942,-1.4243
-0.42498,0.91268,-0.95469,2.0085
0.35788,0.018029,1.4019,1.5926
0.078466,0.51969,0.69034,1.3149
-0.412,-0.99527,-0.61773,-0.63967
-0.33967,-0.86702,0.18309,-1.5265
1.133,2.1204,0.45117,8.3876
-0.49078,-1.1243,-0.12926,-2.1497
-0.37417,0.66684,1.7291,2.1327
-0.24607,1.2137,0.0028185,-2.6988
-0.087312,-0.30365,-1.1046,0.64982
-1.0221,-0.3652,0.385,-1.0216
-0.72186,-0.22356,-0.54296,-0.46985
1.6021,-0.51355,0.29937,0.4041
-0.60366,1.1223,0.43393,1.6674
-1.1118,-0.76324,0.37395,-1.3941
-1.0485,-0.68993,1.2199,-0.12353
0.28777,-0.54758,-0.74376,0.57555
-1.2636,-0.80661,1.6379,0.019406
-0.50026,0.39845,0.20626,-0.54162
0.75287,0.94633,0.26657,1.9348
0.43147,-0.18131,-0.25732,-0.13753
0.15038,1.639,-0.96433,5.2497
-0.38556,0.60469,-0.97327,1.5878
0.54753,-0.14911,-0.69075,1.0054
-0.26938,0.32631,-0.66325,0.72508
0.6798,0.6146,-1.1893,2.6898
-1.1514,0.042303,-0.619,-0.2878
-0.2156,0.13743,-0.25412,-0.54737
0.047557,-0.29877,0.65804,0.44665
-1.2485,-0.829,0.26699,-1.6899
-0.13977,0.44367,-1.1492,1.541
-0.35028,-1.067,2.3037,0.99623
-1.013,-0.067219,-0.63999,-0.28178
2.2517,0.49968,0.58318,1.7023
0.65694,0.42601,-0.3925,1.3098
-0.74003,-1.0633,0.96471,-0.34799
0.64766,0.21439,-0.19857,0.2494
0.49766,-1.7794,0.21264,-0.8504
-1.8732,0.47823,1.1837,0.88703
-0.23472,-0.41512,-1.8054,1.11
