x1,x2,y
-0.238342043,1.305627396,1
1.32343783,-3.003180035,-1
2.496713124,1.418631826,-1
-2.110776016,1.174490826,1
-0.768845665,-2.389638924,-1
-2.765768793,-0.68205897,1
-1.52794676,2.086269988,1
-0.596254587,1.270078332,1
2.157539095,-1.617831121,-1
-1.504505118,0.59648212,1
-1.387085903,1.986822711,1
-0.603575081,1.912240974,1
-0.1973451,3.055424928,1
1.895205414,-0.846286939,-1
-0.950823871,0.629916578,1
-0.330098712,0.709022041,1
2.113028637,-0.507000961,-1
-1.771228782,0.99437777,1
1.218512603,-1.157887734,-1
2.061256499,-1.121305235,-1
0.474343206,-3.108024286,-1
-0.532186658,1.671715109,1
1.829175638,-1.361513607,-1
2.360443997,0.075771283,-1
-1.285314966,0.49040433,1
-1.204126997,-0.257517803,1
0.470099002,-1.320375717,-1
-1.94209832,0.421622103,1
-2.221257746,0.062100858,1
2.581474793,-1.144030774,-1
-2.398299229,1.124548948,1
0.65153726,0.342703761,1
0.899960149,-2.395932465,-1
1.546268765,-0.880818446,-1
-0.976260615,1.078193855,1
-0.362497155,0.372008842,1
1.571951029,-1.016916835,-1
-0.075770451,-2.913701705,-1
0.858605685,-1.726188579,-1
-1.731659503,0.446850231,1
-0.098053123,-2.931536696,-1
0.864333521,0.344810358,-1
