x1,x2,y
-1.132709375,-0.460824867,-1
-1.844105699,-1.072886782,-1
0.412139314,0.007211568,-1
-1.385581358,-2.09783832,-1
2.398290277,1.860644217,-1
-1.585522742,-0.233037901,-1
2.91956218,2.817096825,1
-0.693874138,-0.616197268,-1
2.962190811,3.740496984,1
-0.328135647,1.748822417,-1
-0.101112546,-0.612791606,-1
-0.432874188,-0.132418962,-1
1.704651775,5.306478622,1
1.016438093,1.937739757,-1
3.506151004,4.083560444,1
3.91324435,4.457279852,1
2.815903616,3.040207169,1
0.214457605,-2.471894425,-1
2.252889492,4.281416492,1
-1.930161327,1.238892176,-1
4.005181559,3.000039203,1
5.128055641,2.732984863,1
3.702521787,4.392247106,1
0.703001798,0.224213732,-1
-0.969284466,-0.186288179,-1
4.146384788,3.036025732,1
0.5927236,-1.776972023,-1
1.467938173,5.404537243,1
2.86666824,4.526255438,1
-0.390159894,-1.622140197,-1
-0.306728054,-0.160901643,-1
3.171220946,3.277275799,1
0.627919295,0.186894944,-1
2.369606223,3.164534084,1
-0.365678449,0.823329274,-1
2.822315269,4.97582794,1
-0.989490637,0.817981125,-1
4.148350755,2.063885832,1
3.868867204,3.575171482,1
0.700738021,0.070789224,-1
2.967524114,4.589761737,1
-0.866987087,-1.076903518,-1
5.545556656,1.216563769,1
-0.06944445,0.306993448,-1
-0.002977718,0.188721697,-1
-0.271897652,0.603463836,-1
-1.12080042,-0.604926983,-1
5.117257973,1.735340891,1
3.358504192,3.138589881,1
4.055136131,3.876159512,1
4.888187297,4.320632894,1
-1.260101249,0.323228947,-1
4.188252377,4.620363023,1
3.944225056,2.858336007,1
2.075138347,5.223602222,1
4.772810656,3.240112772,1
4.72316489,2.642310918,1
2.525522216,4.837107377,1
0.708568803,-0.343882101,-1
4.345037851,2.261979287,1
-1.104572459,-2.09298944,-1
-1.647043207,0.24006465,-1
4.560073922,3.645462068,1
-0.254156408,-1.527384874,-1
4.38954426,1.896268266,1
3.184620853,2.712482782,1
5.986771991,2.102301064,1
5.23625133,1.841490522,1
3.062912947,3.106454861,1
-0.811709909,1.700194758,-1
0.332197587,-0.904825511,-1
1.09855114,-1.775525558,-1
-0.810834379,0.780214495,-1
3.009142049,3.873099051,1
-0.512620312,-1.298121388,-1
4.217083071,3.999845794,1
-1.526086032,1.47917225,-1
3.41812254,4.228813946,1
-0.114541532,1.086572067,-1
1.535628226,5.515125295,1
-0.904372132,-0.853621212,-1
1.911840822,4.890387923,1
4.307849297,2.302366382,1
-0.419008155,0.499631769,-1
6.651674042,0.19094307,1
-0.086829511,-0.608306217,-1
2.860396134,4.55154178,1
-0.016690154,0.028362783,-1
-0.464624315,-0.702211527,-1
3.738233706,1.903488746,1
-0.063140203,-2.525629424,-1
4.88911181,2.744910492,1
1.097601306,1.070211439,-1
1.595255572,3.923972275,1
4.354843153,2.496169797,1
0.062211203,-0.485535312,-1
4.959816507,2.358706563,1
2.098822776,0.607992431,-1
3.438842923,2.874344647,1
3.486868555,4.818387849,1
-0.700198497,0.11547898,-1
2.112911769,4.536143821,1
0.373819184,0.494056546,-1
4.098345686,3.863956636,1
4.125055111,3.509152996,1
3.075054541,4.61167252,1
2.032923437,5.558311761,1
0.695156321,-0.098794738,-1
3.913738575,3.478556499,1
-0.199027577,-1.52160252,-1
0.408678904,0.938690702,-1
1.719453722,4.731967377,1
-0.869846228,-0.77332266,-1
0.157750114,0.182973368,-1
3.109275954,3.100225451,1
1.803379524,-1.561980469,-1
4.819341528,3.121773641,1
-1.65491719,1.31813476,-1
6.189289586,1.166541625,1
3.294857567,4.81748691,1
5.78767145,1.237704607,1
0.062305772,0.15304163,-1
2.187892307,3.455755816,1
0.619369049,-0.312467382,-1
2.896057732,3.701597181,1
